primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr,Bonferroni.Padj
EFHD2,1.8128569097268598e-66,1.4269944894920001,1.5654423892315,1.2885465897525001,3.91404439461979e-64,3.287797291480633e-62
9530068E07RIK,7.309760200764939e-66,1.07527477444795,1.1770372025923401,0.9735123463035551,1.5596448353067396e-63,1.3256981100107294e-61
PPP1R14B,1.7464196171809897e-65,-1.2706556079598401,-1.14982139503995,-1.39148982087973,3.682914671766799e-63,3.167306617719443e-61
IFIT3,2.4959401201916694e-65,4.0125176443493595,4.25917008640989,3.7658652022888304,5.203031036758179e-63,4.5266370019796117e-61
USF1,2.56535234804564e-65,-1.5237543746446398,-1.38068787273505,-1.6668208765542298,5.286957975472249e-63,4.6525230184155726e-61
TMEM176B,9.775181819023397e-65,2.30099121732041,2.52130473432978,2.08067770031104,1.9919404210090797e-62,1.7728269746980833e-60
OGFR,1.4480294287699798e-64,1.4064927297033603,1.54140710346756,1.2715783559391598,2.9179401911302596e-62,2.6261461720172355e-60
ENDOD1,2.8958214353849998e-64,2.23257163568384,2.46021022742669,2.00493304394099,5.708545386102429e-62,5.251861755214235e-60
UBE2L6,2.8846029934982797e-64,2.49276923131419,2.7113920692596696,2.27414639336871,5.708545386102429e-62,5.23151598900848e-60
SAMHD1,2.0251312028472197e-63,1.92465119219087,2.11812506992933,1.7311773144523999,3.9072105845571496e-61,3.6727779494837177e-59
OAS1A,3.0014432768134393e-63,2.44887742059446,2.62509294480397,2.27266189638495,5.729913186135639e-61,5.4434175268288535e-59
EEF1G,6.82839268394225e-63,-0.683576200979674,-0.616374294173844,-0.750778107785505,1.2899971845414197e-60,1.2383972971597664e-58
PLET1,7.318586372363358e-63,3.2439367566269905,3.57033798665864,2.9175355265953398,1.3683493035998097e-60,1.3272988244918185e-58
PLEKHA2,1.2756252356567399e-62,2.1226236330826103,2.30740916960755,1.93783809655767,2.3606876810072096e-60,2.3134739273870636e-58
PRKACA,2.5652261104251392e-62,1.219483466474,1.3406274180223703,1.09833951492564,4.6992869433000295e-60,4.652294073867033e-58
DTX3L,2.6969456795698997e-62,2.04330158590433,2.24632784822588,1.84027532358278,4.891180684467969e-60,4.8911806844679705e-58
JUN,3.0268473887032593e-62,1.75521402143858,1.9278168257120498,1.5826112171651,5.435139033814088e-60,5.489490424152231e-58
ATF3,6.693060921420298e-62,3.06782806197078,3.3530258804491697,2.78263024349239,1.1900524791262597e-59,1.2138535287087853e-57
NANS,1.8091170893053398e-61,1.2743818678498202,1.4008225266066499,1.14794120909299,3.185451216664229e-59,3.2810147531641644e-57
GBP3,3.131459230895099e-61,2.6280772123835296,2.77879174240671,2.4773626823603596,5.460783135722448e-59,5.679214461151352e-57
BC117090,5.1610932090050694e-61,-2.6627944715257703,-2.42125086810314,-2.9043380749483902,8.914436803668178e-59,9.360158643851594e-57
IFI204,6.136365458979439e-61,3.01404383820743,3.24478585844328,2.7833018179715894,1.04989739588728e-58,1.112891239640511e-56
CTSB,1.0235052519712599e-60,1.12998875845738,1.24308234444163,1.01689517247313,1.7347935747430596e-58,1.8562291249750768e-56
SERINC3,3.174553055009379e-60,1.6765568449248098,1.8502446574433602,1.5028690324062601,5.33089761163427e-58,5.75736942056501e-56
H2-Q6,5.30938093130884e-60,2.53198071644315,2.6831227440877004,2.3808386887985895,8.834030511029098e-58,9.629093257021712e-56
RHOC,1.5390185659830098e-59,3.58531454880942,3.82840031661616,3.3422287810026803,2.5374218829698095e-57,2.7911640712667868e-55
TXNDC17,5.417479498901559e-59,-1.2246081278418601,-1.09953228297529,-1.3496839727084198,8.851478215502578e-57,9.825140819207868e-55
CALM4,8.543528691518169e-59,-3.49112242932217,-3.2003103402112103,-3.78193451843312,1.3834413959765498e-56,1.549454363493735e-54
RNF114,1.9710391139019197e-58,1.4253020919943602,1.5715970359846698,1.27900714800404,3.16343056369249e-56,3.5746765369725215e-54
SELENOW,2.1427284976565797e-58,1.0621818090441602,1.1713773204466202,0.9529862976416971,3.4088178976754194e-56,3.886052403349973e-54
SBSN,3.1097533248223093e-58,-2.18950737673239,-1.9627220054819599,-2.4162927479828302,4.904216199911079e-56,5.63984862989774e-54
GM26917,3.2092109685042195e-58,-1.68261648829705,-1.5079345224117402,-1.8572984541823603,5.017435355585559e-56,5.820225012479252e-54
KRT6B,6.805613408830308e-58,-2.1196564565634297,-1.93905351028705,-2.30025940283981,1.0549282460046697e-55,1.2342660478254648e-53
AKR1A1,1.2129075729149299e-57,0.6052381535918161,0.668152377443666,0.542323929739965,1.8641772663038197e-55,2.1997291742385166e-53
TXNDC5,2.3885765816384498e-57,1.18409960503595,1.3104147264057,1.0577844836661998,3.640270998705459e-55,4.3319224884594925e-53
KRT1,3.1797256363309894e-57,-2.36856033396297,-2.1190670995716,-2.61805356835435,4.8056253450415695e-55,5.766750414049882e-53
WNT4,1.4698205755036796e-56,-2.12229511405366,-1.89963035421521,-2.3449598738921003,2.2030302444078298e-54,2.6656665957334735e-52
NCCRP1,1.6315477222462098e-56,-1.14807945333584,-1.0038798438063399,-1.2922790628653302,2.4253893025128993e-54,2.958974949065726e-52
ARF1,1.7031956551403197e-56,0.5982073464467571,0.661236614601921,0.5351780782915929,2.5113135285873794e-54,3.0889156401624838e-52
PLEKHS1,1.8018698694500098e-56,2.58726254935669,2.76722286682384,2.40730223188955,2.63537999615688e-54,3.2678711952345376e-52
ARL6IP5,2.1926683159134496e-56,1.2757347903641798,1.41359940913745,1.1378701715909099,3.1812986061924995e-54,3.976623257740632e-52
HERPUD1,2.3433510046539197e-56,1.47438540962904,1.6293862845479399,1.3193845347101498,3.3729376047939293e-54,4.249901382040349e-52
CASP3,2.6209686484785293e-56,1.8835852988911204,2.08561888989436,1.6815517078878799,3.7428257802209895e-54,4.7533887408806605e-52
CSRP1,3.1880270466384697e-56,1.2669615886438301,1.40041938894516,1.13350378834251,4.517035821705879e-54,5.781805851783529e-52
PTK7,4.22599018820391e-56,-1.60712209935521,-1.4445842762726298,-1.76965992243779,5.941283570020629e-54,7.66425580532661e-52
ARF3,6.571001488560749e-56,1.6972947541094199,1.8766599577149798,1.51792955050385,9.167052538195208e-54,1.1917168299653775e-51
WIPF3,1.0611783721765498e-55,-1.6815814487786103,-1.5150648673675702,-1.8480980301896497,1.4691245005949597e-53,1.9245530957793908e-51
PSME1,1.27883437840654e-55,1.2577812617601298,1.3912364017945802,1.12432612172569,1.75704093081674e-53,2.3192940286781008e-51
TMEM9,1.6616533373814897e-55,1.28164537287571,1.4193134887701397,1.14397725698129,2.2658454832143297e-53,3.0135744926750696e-51
EIF4H,1.9211472523255396e-55,0.918719829337866,1.01645530236795,0.8209843563077779,2.6001437737444793e-53,3.4841926568175987e-51
NACA,2.0006297832841997e-55,-0.6137402955115551,-0.548023142935011,-0.679457448088099,2.6876608703438795e-53,3.6283421749642245e-51
RRBP1,2.5733633788709097e-55,0.9976369914035691,1.10390506382994,0.8913689189771948,3.43165575288256e-53,4.6670518239202817e-51
EZR,2.6858642380606598e-55,1.02843991797206,1.13801465807799,0.91886517786614,3.5555353154356194e-53,4.8710833821468125e-51
HS6ST1,3.47008588625073e-55,1.8040189490613703,2.00411591506234,1.6039219830604,4.560396929930669e-53,6.293347763304323e-51
ECSCR,1.4711553636017098e-54,2.56123591157415,2.7859484502353,2.336523372913,1.9194873146964497e-52,2.668087367428061e-50
TRIM25,1.6917494948369898e-54,2.18466752357845,2.42376137104336,1.94557367611355,2.1915406313116894e-52,3.0681568838363645e-50
IFI203,1.8533506764933598e-54,2.3658052662044,2.53493543436448,2.19667509804432,2.3838558772257896e-52,3.3612367868883575e-50
FAM25C,1.9907432260078395e-54,-3.3277299592814202,-3.0327723466420298,-3.6226875719208103,2.5425436018928298e-52,3.6104119146878176e-50
TBC1D1,3.8584737854664696e-54,1.31663787199283,1.4604412412213001,1.17283450276437,4.859533373140269e-52,6.997728057321989e-50
GCNT2,6.25142815978868e-54,1.76269589710996,1.9569925272645399,1.56839926695537,7.819027662477759e-52,1.133759011059275e-49
MED28,6.510964387165049e-54,0.8725023457899951,0.967040083899381,0.777964607680609,8.087866446960639e-52,1.1808285012562534e-49
EPN2,7.998622640168519e-54,1.32752529189749,1.48466664849675,1.1703839352982301,9.868232666809268e-52,1.4506302020209625e-49
IGTP,1.25540982357398e-53,2.51979913139911,2.7287295918601298,2.3108686709380897,1.5383859838066e-51,2.27681125603377e-49
RAB15,4.452640034156939e-53,1.45631718378921,1.6156307656051299,1.29700360197329,5.419669775803369e-51,8.075307965947025e-49
TMED4,5.191782487059239e-53,1.3600120785769099,1.5128190172421598,1.20720513991166,6.277211145687089e-51,9.415816718530636e-49
IFIH1,5.469744542652219e-53,2.1748865571525497,2.38192049809294,1.96785261621217,6.569489206989448e-51,9.919928702554065e-49
TMED10,1.5373596708841897e-52,0.7020525388007269,0.779517092157014,0.6245879854444399,1.8343128283654999e-50,2.788155499115566e-48
GNAS,1.6596240604749196e-52,0.6446331268039279,0.715919207395852,0.573347046212004,1.9672511085472697e-50,3.009894196077314e-48
1810011O10RIK,6.3094293048594794e-52,1.8532925482408797,2.07090109082435,1.63568400565741,7.382439346640738e-50,1.1442780987293153e-47
ATP6V1G1,8.568326097416628e-52,0.829701115287349,0.922058928108407,0.73734330246629,9.961228339919738e-50,1.5539516210274797e-47
COL4A1,1.5627879432894297e-51,2.12920767935083,2.26678283601785,1.99163252268381,1.7993510854202803e-49,2.83427221394971e-47
SDCBP,1.5675864109859097e-51,0.897005846558761,0.99710161210161,0.796910081015912,1.7993510854202803e-49,2.842974714964046e-47
SAT2,1.7589950379671997e-51,1.72190200028503,1.8483241325057802,1.59547986806428,2.00636062947001e-49,3.1901134008573135e-47
MITD1,2.2610127766475597e-51,1.35847155455376,1.51149617156415,1.20544693754337,2.56285798233001e-49,4.100572771728014e-47
ZC3H12A,4.291131436122359e-51,1.54038254894267,1.7187442846348402,1.36202081325049,4.83378631835498e-49,7.782395972551511e-47
PARP12,4.4678075081607093e-51,2.00372496605556,2.2353850691849,1.77206486292622,5.00173808444461e-49,8.102815696800262e-47
SYCE2,6.625173409420679e-51,2.14316446921684,2.37379177398681,1.91253716444687,7.37141993578242e-49,1.2015414495325344e-46
RAC3,1.0407353159061098e-50,1.17978061009287,1.31274114706452,1.04682007312122,1.150900956663e-48,1.887477568927321e-46
RPTN,1.5522058750568097e-50,-0.770645401550377,-0.6277207977907111,-0.9135700053100421,1.70610943939578e-48,2.81508057500303e-46
ALKBH5,1.7879851679022296e-50,1.0150323791828901,1.1297584553276299,0.900306303038157,1.9534276509081298e-48,3.2426899005074837e-46
COL4A2,2.3524325369313195e-50,2.19922893866966,2.35883714740946,2.03962072992985,2.55471356226265e-48,4.266371648978641e-46
ASPA,2.7912786473306093e-50,2.08193991103393,2.23237756678757,1.93150225528028,3.0132517588088e-48,5.062262954798793e-46
CD47,5.792071282295129e-50,1.1386695806401002,1.2682519947503001,1.00908716652991,6.215680755958839e-48,1.0504500477570446e-45
PDIA4,7.468491181003909e-50,-1.3171993368266999,-1.1718481621288899,-1.46255051152451,7.96756212109923e-48,1.354485560586869e-45
TMED9,8.840000800782768e-50,0.6948506632952459,0.77424424728688,0.615457079303612,9.3755704399413e-48,1.6032225452299628e-45
TMEM45B,9.963962873931268e-50,-1.13906044507312,-1.00667192189103,-1.2714489682552,1.0506187830326599e-47,1.807064306816175e-45
IFIT3B,1.0318764512463498e-49,2.67015569197766,2.87262131001504,2.46769007394029,1.0817405387169798e-47,1.87141113198038e-45
BARX2,1.38969567584306e-49,1.72116213135342,1.91793963475018,1.52438462795667,1.4484782055798697e-47,2.5203520777089738e-45
0610040J01RIK,1.60255280818677e-49,1.73314292063822,1.9418324642913898,1.5244533769850501,1.6607941559585798e-47,2.9063897729275263e-45
ISG20,1.6151851253488799e-49,2.32539121693332,2.6090689126652,2.04171352120144,1.66437485416632e-47,2.9292997433327285e-45
AW112010,1.9497546523944795e-49,2.8418072844243403,3.0954040482579703,2.5882105205907,1.99778250710883e-47,3.536075037582628e-45
CBX1,2.5501765526383303e-49,0.8327039839744781,0.928307298749945,0.7371006691990121,2.59831471677802e-47,4.625000195864876e-45
CYSTM1,2.86413993320403e-49,1.9719894789680001,2.2003766667097997,1.74360229122621,2.9019017781334295e-47,5.194404182858829e-45
CRCT1,3.4353020005879306e-49,-1.74773089032334,-1.56601504167204,-1.9294467389746397,3.46125761570349e-47,6.230263708266271e-45
RBBP4,4.21906933914602e-49,1.17199947573731,1.30686075738919,1.03713819408542,4.22746085827361e-47,7.651704153475222e-45
NONO,6.29953858513531e-49,0.6522181431023161,0.727550973807872,0.57688531239676,6.277386361539229e-47,1.14248431780014e-44
RTN3,8.659468228346559e-49,0.874123801494582,0.97516927653819,0.7730783264509741,8.581864250781049e-47,1.5704811578929318e-44
GSTO1,1.1642375923805302e-48,-1.7619082196075702,-1.5578943926646998,-1.96592204655044,1.1475333138811599e-46,2.1114612975413295e-44
MFGE8,1.2173007279924099e-48,1.53812513562273,1.71617942544816,1.3600708457972899,1.19334951366867e-46,2.2076966002870346e-44
IFI211,1.7814556326973002e-48,2.16293815046425,2.32480607603547,2.00107022489302,1.7277261686950902e-46,3.2308479354598237e-44
RSRP1,1.7726276373075e-48,1.1198365866703601,1.24974027787619,0.9899328954645251,1.7277261686950902e-46,3.2148374830208816e-44
EFNA3,2.2892168153679903e-48,-1.57658475680635,-1.4039317220538898,-1.7492377915588102,2.20836362571882e-46,4.1517236163513873e-44
PPP1CC,3.24940995545629e-48,0.9541349452068392,1.0652555997711701,0.8430142906425101,3.1180581456166797e-46,5.893129895215527e-44
TNFAIP2,4.7070970330911694e-48,1.68993787039483,1.8880450659615,1.49183067482817,4.49304798906007e-46,8.536791179214145e-44
WBP5,5.3785817857323594e-48,1.04174763844656,1.16344868550664,0.9200465913864749,5.10711828618021e-46,9.754595926604207e-44
MAPK1,7.00893572761211e-48,0.8133552629006899,0.908501407440898,0.718209118360482,6.620523872706939e-46,1.2711405835597323e-43
CCND3,7.15316871637624e-48,0.9992648910410971,1.11889097851898,0.879638803563218,6.72175481037303e-46,1.2972986784019948e-43
GM9493,1.0848348465373098e-47,-0.8376182513313409,-0.739274661517371,-0.9359618411453109,1.01415282354643e-45,1.967456477680065e-43
TPD52,1.7161720943157597e-47,0.904031089596586,1.01034778867542,0.7977143905177551,1.596128056539e-45,3.112449710251062e-43
BHLHE41,2.30629398659571e-47,2.45127460759072,2.7438316275113,2.1587175876701497,2.1340279459642702e-45,4.18269477408998e-43
TAP2,2.9449887498826196e-47,1.64211371806153,1.8430328258063602,1.4411946103167,2.7111835516685893e-45,5.341031596787119e-43
KRT10,3.61430036261404e-47,-1.82009926132181,-1.6037902034445801,-2.03640831919904,3.3105530998165695e-45,6.554895137636823e-43
CHIT1,4.0368421425305597e-47,-2.4747435751691897,-2.2222202539278997,-2.7272668964104803,3.6790034722077505e-45,7.321216909693423e-43
RHEB,4.7317469717598e-47,0.7514867973601909,0.840431334772553,0.6625422599478289,4.2907481539917895e-45,8.581496307983573e-43
DDIT4L,6.921442336062328e-47,-1.5723594668383403,-1.37971781161746,-1.7650011220592299,6.2451382192451e-45,1.2552727820682639e-42
PTPRZ1,1.1479655252254902e-46,-1.9478385283479198,-1.75092409146882,-2.14475296522702,1.0306684537371e-44,2.081950276548949e-42
CBR2,1.1768996299509197e-46,1.5771607175373,1.7646994337978898,1.3896220012767,1.0514409698911299e-44,2.134425168878988e-42
TOR1AIP2,1.31438102052559e-46,1.1429206115120802,1.2788963514170901,1.00694487160707,1.16851049942412e-44,2.3837614188252103e-42
TSPAN13,1.4484832075935598e-46,2.5189368393755798,2.7825745011927796,2.25529917755838,1.28144836355692e-44,2.62696914529168e-42
SEC11C,1.7690740003111502e-46,1.41516831878824,1.58381211881948,1.24652451875701,1.55747213930306e-44,3.208392606964302e-42
GDPD5,1.8347060969324902e-46,1.8281021826841501,2.02618954108251,1.63001482428579,1.60745071371825e-44,3.327422977396764e-42
ERGIC1,2.0357837711077097e-46,0.953416486283835,1.0671434753139202,0.8396894972537521,1.7750468496542998e-44,3.692097447280942e-42
GOT2,2.0814934641904e-46,0.7720407691263521,0.864205622610416,0.679875915642287,1.80621844337594e-44,3.7749965466557093e-42
GSDMD,2.93544385285396e-46,1.89250456494967,2.09640930624183,1.68859982365751,2.5351052245409195e-44,5.3237209715359414e-42
P4HB,3.2161172269735797e-46,1.04547832468452,1.1705593985825602,0.9203972507864849,2.76433658902336e-44,5.832750202839285e-42
MAD2L2,4.128083528281179e-46,1.36981001225847,1.54682652577077,1.19279349874616,3.53145862589186e-44,7.486692286890747e-42
MGST2,6.116432876960279e-46,-1.94201300625483,-1.7243274547004301,-2.15969855780923,5.20786979608224e-44,1.1092762665655162e-41
IFITM1,6.25127805254468e-46,3.83229414666466,4.291640957752549,3.3729473355767703,5.297812091633191e-44,1.1337317876095032e-41
