primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr,Bonferroni.Padj
PEA15A,3.92959220081616e-31,1.3116482345089198,1.51336210209934,1.1099343669185,1.47857021066394e-29,7.126708415400188e-27
DCAKD,4.70592761011955e-31,0.9620280641293449,1.11299938240233,0.8110567458563571,1.76336163506463e-29,8.534670313712816e-27
TGM3,4.7734538585055e-31,-0.976050305700499,-0.732025683471406,-1.22007492792959,1.78497647789393e-29,8.657135917785574e-27
SLC35B2,4.86189371360856e-31,0.860714811734112,0.99407729789663,0.7273523255715941,1.8143066746914603e-29,8.817530439000486e-27
CLDN4,4.8804114895460295e-31,1.51923717922371,1.7511815073925803,1.28729285105484,1.8174772643615398e-29,8.851114277440678e-27
RAMP1,5.71533128296059e-31,1.33965539647432,1.46912346297647,1.21018732997218,2.1153724111790496e-29,1.0365324814777325e-26
SOX21,5.71442370743445e-31,-1.06821100746309,-0.9040422857250041,-1.2323797292011898,2.1153724111790496e-29,1.036367883580312e-26
ARHGEF2,6.340652165384309e-31,1.0666977478921802,1.2318695515646,0.9015259442197611,2.3420380381142498e-29,1.1499406767140983e-26
4833427G06RIK,6.94759180943352e-31,-1.02665411508743,-0.8252673201369258,-1.22804091003794,2.56100660682696e-29,1.2600152505588632e-26
TMEM26,7.75691317581687e-31,-0.654098155094285,-0.477551742403365,-0.830644567785206,2.8535370660571e-29,1.4067937735661475e-26
COA5,7.83650728805747e-31,1.11739137072332,1.29512980819826,0.939652933248386,2.87698170397187e-29,1.4212289617621028e-26
NFIB,8.759018100469228e-31,0.8356714605678409,0.963921415602881,0.7074215055328008,3.20916267212343e-29,1.5885355227010992e-26
C3,9.322667735601791e-31,1.61455346952869,1.86432957954682,1.3647773595105601,3.4087883478402e-29,1.690759020528741e-26
FERMT2,9.824781944548179e-31,1.48146827709807,1.62532348394916,1.33761307024698,3.5851558419783796e-29,1.7818224534632578e-26
SELENOH,9.891732667644569e-31,0.993084157046807,1.14564436372716,0.8405239503664541,3.6023386277189094e-29,1.793964636604019e-26
CENPV,1.0810329375353398e-30,-1.08466409608605,-0.917251794066141,-1.25207639810596,3.9211226710282e-29,1.960561335514092e-26
AKIRIN1,1.1069953366436099e-30,0.893929092454662,1.03474570975539,0.7531124751539391,4.00727892721926e-29,2.007646742536851e-26
CISD3,1.35704979085604e-30,1.18912620824227,1.3826016865658,0.9956507299187378,4.8929334009870997e-29,2.461145500696514e-26
COX18,1.5639481917403998e-30,1.0735855216770602,1.24147108531933,0.9056999580347809,5.627731032818239e-29,2.836376440540389e-26
BHLHB9,1.7266221350471398e-30,1.24936212583652,1.37328868193892,1.12543556973412,6.200795849745549e-29,3.1314019041214926e-26
GSTM5,1.7947964565376598e-30,1.09900695283253,1.27091304058006,0.927100865085001,6.432891014973729e-29,3.2550428535766995e-26
MPPED2,1.8703813992199998e-30,1.36249374271815,1.57000256470833,1.15498492072796,6.69057930103629e-29,3.392123705625392e-26
IGFBP7,1.9133833204297798e-30,1.43218790711298,1.65338889197992,1.2109869222460299,6.826578630423549e-29,3.470111989931449e-26
PLXNA2,1.9159288282342198e-30,-1.18505830115185,-1.03207798034404,-1.3380386219596498,6.826578630423549e-29,3.474728522885581e-26
SMIM1,2.02693136905481e-30,1.5844603717271,1.75232522711617,1.41659551633804,7.207926923368259e-29,3.6760427309178036e-26
CTNNB1,2.05225147143702e-30,0.84654199688109,0.9774103808088059,0.715673612953373,7.283685457139279e-29,3.72196326859818e-26
CX3CL1,2.10080884458034e-30,1.77010183376604,2.02397181464736,1.5162318528847099,7.441458829161909e-29,3.810026920530904e-26
KRT14,2.40228701370754e-30,-1.7187604825276799,-1.45269137913806,-1.9848295859173102,8.49276360245615e-29,4.3567877280599945e-26
BHLHE40,2.4134363666512198e-30,1.115709608111,1.28961190768455,0.9418073085374521,8.515580145055741e-29,4.377008194558652e-26
RNF128,2.4397599274803997e-30,1.31911459567406,1.50575282773809,1.1324763636100401,8.59174486306497e-29,4.4247486044784527e-26
FADS1,2.4614965144935902e-30,1.3540231112481498,1.56937699610042,1.1386692263958897,8.65149240055345e-29,4.464170078685575e-26
PDIA6,3.10686063444558e-30,1.05124274738788,1.21430051082308,0.888184983952673,1.0898650767176999e-28,5.634602446630504e-26
ARID5B,4.6622146447950105e-30,-1.02088954994743,-0.8614987642264591,-1.1802803356684,1.6323151505405898e-28,8.45539247980023e-26
TOR3A,4.69585129245849e-30,1.28030730904357,1.4808547283252,1.07975988976195,1.6409240662818302e-28,8.516395904002717e-26
PRDX4,4.7920963962194e-30,1.1435030505115902,1.3228436704466298,0.9641624305765509,1.67133577388144e-28,8.690946024183504e-26
FAM149A,4.8546374012532e-30,1.28181340118779,1.4350176544533402,1.12860914792225,1.68989834758403e-28,8.804370390912804e-26
AMDHD2,5.14248804647752e-30,-1.04963552616642,-0.887009167520024,-1.2122618848128301,1.7832535986790897e-28,9.326416321091629e-26
TRIM12A,6.23290403370803e-30,1.4479568490904,1.64928934108855,1.24662435709225,2.14904843261081e-28,1.1303994755532883e-25
CMTM8,7.35182626781855e-30,1.62813494866967,1.80406999410069,1.45219990323865,2.53003266021171e-28,1.3333272119315723e-25
1700016K19RIK,7.63641626488518e-30,1.4977640806297499,1.65767724040621,1.33785092085329,2.62299328371132e-28,1.3849404537995763e-25
EIF3E,7.79729446282473e-30,-0.6268962752785511,-0.52874619690403,-0.7250463536530709,2.66814589392055e-28,1.414117323777893e-25
TMEM30B,7.7878689345627e-30,1.3301308528423998,1.5308912930191898,1.1293704126656001,2.66814589392055e-28,1.4124079099722912e-25
GSTA4,8.176412391811508e-30,-1.11233982931186,-0.9382659380455609,-1.28641372057817,2.79260668809592e-28,1.482874151378935e-25
AFTPH,8.218110742387159e-30,0.968179484777426,1.12004284738667,0.8163161221681831,2.80157248917168e-28,1.4904365642393352e-25
2610524H06RIK,8.26400113038256e-30,1.04131077897369,1.2049086613453899,0.8777128966019822,2.8119310412873995e-28,1.4987592450061811e-25
AW011738,8.7105142290261e-30,1.3819532765565101,1.53360408603132,1.23030246708169,2.95831247298909e-28,1.5797388605761735e-25
PADI4,8.88864914653457e-30,1.88177109623352,2.16048433708051,1.60305785538652,3.01316898918787e-28,1.6120454092155095e-25
LARP1,9.915648120243139e-30,0.892643725562213,1.03246194389923,0.7528255072251969,3.3550409385956995e-28,1.7983019430872956e-25
SETD3,1.06341722204153e-29,0.782064854382679,0.907420451813039,0.65670925695232,3.5914589830438095e-28,1.928613473894519e-25
ZBTB20,1.1293856171194e-29,1.45244077811949,1.66045017715648,1.2444313790824901,3.8071631137690398e-28,2.0482537552077438e-25
NFKBIA,1.1762694725727598e-29,0.8801484104491422,1.0182860236934599,0.7420107972048271,3.9578521622596803e-28,2.133282315457957e-25
ATP1B1,1.32715246792018e-29,1.79037380776081,2.08069740714948,1.5000502083721399,4.45726614040749e-28,2.406923715820038e-25
CMPK1,1.8690478791491e-29,0.685526552982409,0.793528779406312,0.577524326558507,6.2656288976429e-28,3.389705233624808e-25
GM3776,1.90007631655966e-29,-1.1323883325492,-0.9202438642756909,-1.3445328008227102,6.35789374116717e-28,3.4459784077125993e-25
LRRC59,2.00796532737325e-29,1.0666494277410001,1.23505380378226,0.89824505169975,6.70653023521939e-28,3.641645917724126e-25
NLRC5,2.0404344115593497e-29,1.1097360501445401,1.22617360608282,0.9932984942062659,6.80244825147801e-28,3.7005318488040364e-25
HACD1,2.1201709342734898e-29,1.3114284516658998,1.5297944503566598,1.09306245297514,7.0553064337585295e-28,3.845142006398401e-25
PDCD1LG2,2.3726946767214603e-29,-0.6658908648852659,-0.494760378988339,-0.8370213507821941,7.88117045000373e-28,4.30311906570204e-25
SARAF,2.4047236494537196e-29,0.861299106955186,0.9972570460283171,0.725341167882055,7.97295577815223e-28,4.361206810649266e-25
CNPY3,2.43595599935779e-29,0.955236657689772,1.11530107211,0.795172243269541,8.06176970882354e-28,4.417849800435288e-25
SLC25A11,2.60772236622778e-29,0.671434157175195,0.777527779563415,0.565340534786974,8.614508712915669e-28,4.7293652833907015e-25
STARD3,2.85533038078672e-29,1.18546650832657,1.37459953580275,0.9963334808503871,9.401589786219348e-28,5.178427178594796e-25
TAX1BP3,2.85634978617493e-29,0.683622544753432,0.7917454833573079,0.575499606149557,9.401589786219348e-28,5.180275972206853e-25
FAM212B,3.113740189763679e-29,-0.995826253519335,-0.8331470527297591,-1.15850545430891,1.02302159568033e-27,5.647079208155408e-25
UBE2E3,3.5802643717925504e-29,0.850873492818558,0.9856622379211221,0.7160847477159951,1.1741713317690699e-27,6.49316746468297e-25
HK2,4.239924241796029e-29,1.0143023447056299,1.17519656584111,0.853408123570164,1.38800119222406e-27,7.689526604921278e-25
VASP,4.6608541350500095e-29,0.640559530268653,0.7423176415252509,0.538801419012054,1.52031026246883e-27,8.452925059326697e-25
MT3,4.79104459061943e-29,-1.69791253650505,-1.3986909335590902,-1.997134139451,1.55997099991874e-27,8.689038469547399e-25
D1ERTD622E,5.2765275340905e-29,0.9345487238543521,1.0836240863564,0.7854733613523001,1.71496601000475e-27,9.569510335826532e-25
RDH12,5.344706268480901e-29,-1.17357117728729,-0.996686242052859,-1.35045611252173,1.73401776180983e-27,9.693159288516963e-25
CAMK1,8.82452788545957e-29,1.22487755872106,1.42486212963061,1.02489298781151,2.8578863880481196e-27,1.6004163773069477e-24
RCBTB1,9.458013002920799e-29,1.0863452365361,1.26055520280843,0.9121352702637691,3.05758509484798e-27,1.715305238209716e-24
2610528J11RIK,9.47758544928451e-29,0.961618543514857,1.12483907694526,0.798398010084455,3.05846067096484e-27,1.7188548970822386e-24
RALGAPA2,9.713107375763439e-29,1.31105912480006,1.5207163961463201,1.1014018534538002,3.12889725340756e-27,1.7615691536684572e-24
DECR1,9.91103560728589e-29,1.3712926012843099,1.52537154409674,1.2172136584718798,3.18699542152016e-27,1.797465417737369e-24
CBR1,1.01768824126553e-28,1.1396416262053202,1.32265728382772,0.956625968582915,3.26668919355606e-27,1.8456793943591654e-24
HSPB1,1.07725661419819e-28,-0.897665466442471,-0.7539334575518191,-1.0413974753331199,3.45178903800325e-27,1.9537125955098373e-24
CYB561,1.09113045462942e-28,0.8637883669825551,1.00294332053327,0.724633413431836,3.49007794094517e-27,1.9788741925159164e-24
UBAP2,1.1048575568354199e-28,0.798214013629125,0.9262887256504069,0.6701393016078431,3.52776349485338e-27,2.0037696650767173e-24
SPCS3,1.13497140637275e-28,0.851926636844489,0.992455874102886,0.7113973995860929,3.6175468235459104e-27,2.0583841425976196e-24
GGCT,1.2089639604206699e-28,-1.45068959350261,-1.21755303640653,-1.68382615059868,3.83988973488428e-27,2.192577038618927e-24
NFE2L2,1.35017630913946e-28,-0.6924409185614381,-0.58138147081839,-0.803500366304486,4.280908661285539e-27,2.4486797542553245e-24
SPPL2A,1.35469540900558e-28,0.977460112780806,1.13677808944921,0.818142136112404,4.28774100134819e-27,2.4568755937725198e-24
RAB5A,1.3994042765759898e-28,0.675146048339672,0.783408969580773,0.5668831270985699,4.421532397209439e-27,2.537959595998215e-24
NELFE,1.46819922911032e-28,0.8681925693424971,1.00854076823375,0.727844370451243,4.630828038112129e-27,2.6627261219144764e-24
ERCC5,1.48753409958398e-28,-0.9908849803035601,-0.8391219123494771,-1.1426480482576398,4.68366639410677e-27,2.697791843005506e-24
EFEMP1,1.55215876322057e-28,-1.33342806735643,-1.12309499466044,-1.5437611400524098,4.878674407238879e-27,2.8149951329768256e-24
GDE1,1.59691403680439e-28,1.02986974219184,1.19834153884014,0.8613979455435351,5.010663143855449e-27,2.8961632971484418e-24
PSMB2,1.77442317815707e-28,0.6237130689800351,0.7240450765619258,0.523381061398143,5.5580205110633104e-27,3.218093875905662e-24
KRTDAP,1.8267651115347799e-28,-3.6375420759522794,-3.12338105892246,-4.1517030929821095,5.7121055280680785e-27,3.3130212062794766e-24
FN1,2.0915361019516695e-28,1.71255631722808,1.9046800745411798,1.52043255991498,6.517542739689949e-27,3.7932098744995476e-24
RAB28,2.1172520247204498e-28,0.713344529098193,0.8290001577852091,0.597688900411177,6.58636067244084e-27,3.839848272033008e-24
PMEPA1,2.1689482703243398e-28,1.0659987058969,1.23757237849232,0.8944250333014878,6.73562428606203e-27,3.9336045830602224e-24
FZD6,2.1992573360575196e-28,-1.0758710262370499,-0.9022450074203621,-1.24949704505373,6.81807368320327e-27,3.988573104673918e-24
1700016C15RIK,2.44530494632369e-28,1.23107415338911,1.3583981382106,1.1037501685676299,7.555034157840958e-27,4.434805050652644e-24
EHF,2.4446110086062597e-28,1.0256254559466,1.19089197841145,0.8603589334817471,7.555034157840958e-27,4.4335465252083125e-24
SEMA5A,2.5571399418132696e-28,-1.44747290904178,-1.2330587237984598,-1.6618870942851103,7.879159557581359e-27,4.637628998472546e-24
CARHSP1,2.7882866830860596e-28,0.7944990397940791,0.9226993406572659,0.666298738930893,8.55640732393379e-27,5.056836728444878e-24
PRKAB1,2.7857948181008997e-28,0.871342846005037,1.01265384899072,0.730031843019353,8.55640732393379e-27,5.0523174821077916e-24
MEF2A,2.9109834669727997e-28,-1.01455262021411,-0.850393819606961,-1.17871142082125,8.91783718868561e-27,5.2793596157018695e-24
GLUL,3.05627909267235e-28,1.4875914838382598,1.73119293536271,1.24399003231381,9.34716317448664e-27,5.542867762470574e-24
ARHGEF3,3.1989286522527997e-28,1.0535115326061402,1.23489618616046,0.872126879051811,9.76696465273684e-27,5.8015770037256775e-24
ABCB1B,3.24607276573287e-28,-1.18602669058498,-1.01441802844394,-1.35763535272601,9.894248013332989e-27,5.887077567933133e-24
GCH1,3.94503676117816e-28,1.40645392228951,1.6356654573803602,1.17724238719867,1.19844533837064e-26,7.15471867007271e-24
FAM136A,4.0193006366062797e-28,0.959201473184693,1.1176634495288602,0.8007394968405249,1.21896381848648e-26,7.289403634549149e-24
MGAT3,4.04355528481967e-28,1.40270749759366,1.6188227932686001,1.18659220191873,1.2242724314772901e-26,7.333391864548953e-24
CTNNBIP1,4.18378724955371e-28,0.805127318410202,0.937502774658465,0.6727518621619379,1.2625152339085899e-26,7.587716555790609e-24
FCNA,4.18369198927311e-28,-0.86022230923553,-0.687742933693724,-1.03270168477734,1.2625152339085899e-26,7.587543791745712e-24
6030419C18RIK,4.33553079193488e-28,-0.9682765783756859,-0.821847538148922,-1.11470561860245,1.30613266515832e-26,7.862918644253097e-24
TSPAN1,4.487421721275549e-28,2.5635190168121,2.96883946394713,2.15819856967707,1.34964975683339e-26,8.138388033705336e-24
ANXA4,4.538628502425099e-28,0.859047835391524,0.9982609932599109,0.7198346775231379,1.36279083642354e-26,8.231256651998159e-24
GGH,4.72585966154842e-28,0.953703940170544,1.11870461526369,0.7887032650773929,1.4166643111048297e-26,8.570819082184215e-24
TNNT2,5.00607709259333e-28,1.58131791533155,1.85328299283396,1.30935283782913,1.4981883523312298e-26,9.079021415127262e-24
RND3,5.052715929024839e-28,-1.04759230583928,-0.878703539310021,-1.21648107236855,1.50965496027668e-26,9.163605608879448e-24
FUT8,5.55139011129215e-28,1.1401978480893502,1.33000790361965,0.9503877925590519,1.6559212345130698e-26,1.0068001105839443e-23
SEMA3C,5.91931402925682e-28,-1.3976605616555402,-1.17002788234556,-1.62529324096552,1.75987998745249e-26,1.0735267923460168e-23
MAP6,5.95281737313571e-28,-1.13511381806395,-0.968662495569706,-1.3015651405581998,1.76694428607511e-26,1.0796029587918923e-23
ANKFY1,6.1900457754909e-28,0.861613044571701,1.01317251210403,0.710053577039369,1.83435735595266e-26,1.1226267018430297e-23
HEXA,6.45868366938666e-28,1.15909727203724,1.35736450270077,0.9608300413737181,1.9108431815333797e-26,1.1713468702799647e-23
TRAF2,6.676338359084409e-28,1.0365992100854,1.2063748282939,0.8668235918768991,1.97202072443575e-26,1.2108207248035485e-23
FBXW9,8.061017764802639e-28,-1.03765989231753,-0.8684825298526959,-1.20683725478236,2.37328925620878e-26,1.4619461818246066e-23
RFC2,8.09892270025643e-28,1.1283509770543,1.31534511277364,0.941356841334964,2.3805844747463598e-26,1.468820620918506e-23
PDE6D,9.29777275005184e-28,0.9399260962594621,1.09571102138347,0.7841411711354491,2.72855026852654e-26,1.6862440659494018e-23
CXCL2,9.399419178771029e-28,2.73444438051519,3.0701711705651302,2.39871759046525,2.75392352546351e-26,1.7046786622619138e-23
RARB,1.19721649640755e-27,1.38612533451599,1.5748060657644098,1.19744460326756,3.4964119772701096e-26,2.1712718378847326e-23
TNFRSF19,1.2683843449520099e-27,-1.2810521897913,-1.08668880060563,-1.4754155789769599,3.69829879100477e-26,2.300341848004965e-23
CES2E,1.2849924920174098e-27,-1.13483866317745,-0.948830480340562,-1.32084684601434,3.7407100859113597e-26,2.3304623835227743e-23
ODF2L,1.32238882208994e-27,1.12580955969175,1.31459236199076,0.9370267573927429,3.84340443548448e-26,2.3982843677423152e-23
ESRP1,1.68512502134698e-27,0.782768967108597,0.913211949334511,0.652325984882683,4.88982838194382e-26,3.056142738714883e-23
LIF,1.69387676613379e-27,1.3486722753491203,1.574994154302,1.12235039639624,4.9073720496169996e-26,3.072014903060242e-23
CEP170B,1.76728775789806e-27,1.00905759426002,1.1769510432330001,0.8411641452870301,5.103746939050819e-26,3.2051530777239213e-23
MMP15,1.8579640646312498e-27,1.3930697351531203,1.6204133897358601,1.16572608057038,5.35708048905443e-26,3.369603627615235e-23
NUCB2,1.8737614001716397e-27,1.03027224106112,1.20815222685666,0.852392255265578,5.39405345293855e-26,3.398253675351286e-23
KLRG2,1.95418396480303e-27,-1.11141402673718,-0.94999680787397,-1.2728312456003898,5.6166529929743e-26,3.544108038566775e-23
DNAJA3,1.95740303454927e-27,0.9007851893348029,1.05128065011448,0.750289728555125,5.61700339154833e-26,3.549946143458556e-23
DNAJB11,2.16180279181244e-27,0.827645584879652,0.967426845655333,0.6878643241039711,6.19375283290845e-26,3.920645543231041e-23
KRT16,2.3230567576839e-27,-2.2635706988318702,-1.8949641198898899,-2.63217727777385,6.64526141283204e-26,4.213095735735521e-23
SPATS2L,2.37297458061776e-27,1.17304418007668,1.36728430548821,0.978804054665149,6.77736488095807e-26,4.303626699408369e-23
RFK,2.5087722116789997e-27,0.9434691401130809,1.10072596828466,0.7862123119414979,7.15394541368088e-26,4.5499092831010336e-23
TNFRSF1B,2.5152157877542897e-27,1.24072854436162,1.3923790720456397,1.08907801667759,7.161060208274999e-26,4.56159535267118e-23
TNRC6B,2.5882110197976197e-27,1.1130598813085502,1.2976668041259398,0.9284529584911541,7.357334648126899e-26,4.693979505504963e-23
TMEM94,2.7518669762671896e-27,-0.9596408207749209,-0.798925609346749,-1.12035603220309,7.81030664813487e-26,4.990785948158175e-23
ALDH1A3,2.8132191138290395e-27,2.43511047939366,2.8162381420272595,2.05398281676006,7.97195966381305e-26,5.102054184840346e-23
PCGF5,2.9723527643694197e-27,1.22739019829113,1.41137013649811,1.04341026008416,8.409764389173758e-26,5.39065897346038e-23
ANXA1,3.1695946282279e-27,1.1698780758076899,1.36291419945397,0.976841952161404,8.9399328425414e-26,5.74837681775412e-23
CKB,3.6462788494741995e-27,-1.0483068242399498,-0.853111572603678,-1.24350207587621,1.02684647847926e-25,6.612891321406409e-23
CAMTA1,4.01469536869362e-27,0.8615435705831941,1.01237075685886,0.7107163843075229,1.12884519700198e-25,7.281051520662749e-23
CORO1C,4.08209690948179e-27,0.760499996061006,0.886265238796216,0.6347347533257961,1.14602027167743e-25,7.403290955036174e-23
SLC6A4,4.311837092552829e-27,-1.1449877532123702,-0.947781093366797,-1.34219441305794,1.2086472567316598e-25,7.819947751053811e-23
PTPRR,4.36445385278696e-27,1.40447712063376,1.56256850342032,1.2463857378471999,1.22150825731704e-25,7.91537350741443e-23
ADAMTS15,6.373532194457339e-27,-0.882019779029386,-0.7044258622281879,-1.05961369583058,1.7755818721763195e-25,1.155903798786783e-22
SPATA6,6.487163321379879e-27,1.13614635784408,1.3240538818406,0.9482388338475641,1.8044661655911898e-25,1.1765119399654548e-22
PARP10,7.03688950668727e-27,1.19934750406005,1.3846562352838898,1.0140387728362,1.9543802158235896e-25,1.2762102809328032e-22
CASP8,7.3415512562232e-27,1.01839578871773,1.19019766424732,0.846593913188139,2.0358772719092398e-25,1.3314637358286394e-22
MTPN,7.9607163704458e-27,0.6431941588078051,0.750282045116629,0.536106272498982,2.20420690220466e-25,1.4437555209440501e-22
WDYHV1,8.1682265633449e-27,0.7828500932901591,0.9231365651344,0.6425636214459179,2.25821580720767e-25,1.481389569528231e-22
RNF19A,8.31072192946744e-27,1.07725772535606,1.26206393728196,0.892451513430169,2.2941134385513196e-25,1.5072325291282149e-22
TRIM26,8.821893909729848e-27,0.98928363306143,1.1563787876586298,0.8221884784642329,2.4315177499522895e-25,1.5999386794686052e-22
MAP2K1,9.078914311157691e-27,0.903182220106366,1.06070372561915,0.7456607145935858,2.4985613042057e-25,1.6465518994715587e-22
POPDC3,9.548596545665749e-27,-0.9452793871985841,-0.761709517625996,-1.1288492567711699,2.62383859018476e-25,1.7317334695219401e-22
MAPK3,9.731976786944599e-27,0.812042694391534,0.9474359324472921,0.676649456335775,2.67018352508362e-25,1.7649913100802724e-22
MOV10,9.829769558535929e-27,1.1882030622831101,1.3446535625636598,1.03175256200255,2.6929410983928696e-25,1.782727007136076e-22
PROM1,1.0478394362126499e-26,1.35997024869884,1.5157428056524098,1.2041976917452701,2.8663070912748997e-25,1.9003616015152618e-22
APOBEC1,1.14215473086959e-26,1.06550039525897,1.25148218559897,0.8795186049189619,3.11959611431488e-25,2.0714118199050885e-22
CPD,1.23550685059027e-26,1.29341846682329,1.50951528901458,1.07732164463201,3.36949657779026e-25,2.240715224230514e-22
PRSS22,1.26591490753026e-26,-1.4295012151507398,-1.2053351866809,-1.6536672436205802,3.4472421566019295e-25,2.2958632762968796e-22
FOXJ3,1.3466522794651798e-26,1.00588221969833,1.18327716246054,0.828487276936111,3.6616020600270596e-25,2.44228857403805e-22
CAPZA1,1.3489882479168998e-26,0.703274930288987,0.8211905509699321,0.5853593096080429,3.66246270422469e-25,2.4465250864220893e-22
BC100530,1.35448451154457e-26,-2.89922248415663,-2.4331587060542996,-3.36528626225896,3.67188805700632e-25,2.4564931101372325e-22
IRF1,1.42620943109809e-26,1.22554408496051,1.4313472607298001,1.01974090919121,3.860557349611189e-25,2.5865734242394958e-22
TM2D1,1.43702820469843e-26,0.748439512670676,0.873691945765988,0.623187079575365,3.88404523404036e-25,2.6061943520410727e-22
KRT13,1.48149637414726e-26,-2.78946818000938,-2.3491864433123397,-3.22974991670642,3.99233554851927e-25,2.686841824153471e-22
ATP10B,1.4990130650103598e-26,1.54533052517948,1.7252437292420801,1.36541732111687,4.03354613457387e-25,2.7186100947027887e-22
AQP3,1.51795520488431e-26,-2.3719867659997798,-1.99765214516629,-2.7463213868332796,4.07846453270842e-25,2.7529635595781846e-22
QDPR,1.6375933864930498e-26,0.810390711291042,0.9508371943580679,0.6699442282240171,4.393401428615089e-25,2.9699393657437954e-22
MBNL2,1.73746539668366e-26,0.6504278451570489,0.759521027931302,0.541334662382795,4.647591804462361e-25,3.151067243425486e-22
DAXX,1.78224190519784e-26,1.07578507666875,1.25853008917831,0.8930400641591909,4.76034450554758e-25,3.2322739192668025e-22
PAICS,1.79804366735147e-26,0.729001103395301,0.8526586597976321,0.6053435469929711,4.79548822810092e-25,3.2609319951086257e-22
PRKCSH,1.81054428905699e-26,0.75714379590729,0.8841424700216329,0.630145121792947,4.821737331327099e-25,3.283603122633757e-22
TRIM56,1.92345523115184e-26,1.0815842284330601,1.2646334299325501,0.8985350269335791,5.114924350758039e-25,3.488378407216977e-22
HAP1,2.01970567018546e-26,1.35982963496048,1.52319606626557,1.19646320365539,5.363013475034189e-25,3.6629382034483504e-22
SLCO2A1,2.1959457862211e-26,1.58371091921264,1.85141841512681,1.3160034232984599,5.82246678054178e-25,3.982567277890587e-22
SLC12A2,2.22136368011325e-26,1.50093498482981,1.75405523260418,1.24781473705545,5.87268975255597e-25,4.02866517025339e-22
MTUS2,2.31016338197338e-26,1.07114153622687,1.1848360904789401,0.9574469819747942,6.0960612744004495e-25,4.189712309546922e-22
AK2,2.5882265846112395e-26,0.837386535006748,0.9799370625993459,0.6948360074141489,6.812783358274219e-25,4.694007733850944e-22
PAPOLA,2.89580429569693e-26,0.6038527543264661,0.7056351116805641,0.502070396972368,7.611348798081089e-25,5.251830670675952e-22
TIMP1,3.02528249730521e-26,1.43989129103195,1.6471588977796399,1.23262368428426,7.940162571798449e-25,5.486652337112729e-22
UNC119,3.35280013697109e-26,0.9195319816486479,1.0776163102187,0.7614476530785991,8.78704960753001e-25,6.080638328410769e-22
APRT,3.54425068728411e-26,-0.695538959735305,-0.578015057240431,-0.813062862230178,9.27540122144077e-25,6.427853046458461e-22
NCOA7,3.866244234406299e-26,1.4208132412177101,1.6463711796481397,1.19525530278728,1.0103487814869301e-24,7.011820543519263e-22
NOCT,4.21105604898566e-26,1.1433328917895802,1.3420809107024099,0.9445848728767471,1.0988735612144397e-24,7.637171250440393e-22
SLC7A5,4.49029037802512e-26,1.3760157199888,1.58914715638264,1.16288428359495,1.17005612494057e-24,8.143590629586357e-22
KLF6,4.825280991824359e-26,1.0226319809075202,1.19577382650354,0.8494901353115079,1.25554226782965e-24,8.751129606772659e-22
DACH2,4.8961156720203804e-26,-0.996577305289633,-0.7551742854313509,-1.23798032514792,1.2721483356412799e-24,8.879595382776161e-22
GJB3,5.0041901791959495e-26,1.34379711271682,1.57444170626022,1.11315251917342,1.2983689998554799e-24,9.075599308989774e-22
GSS,5.02588738968282e-26,-1.03818536320337,-0.8621279410245251,-1.21424278538222,1.30213562427554e-24,9.114949369928762e-22
ETS1,5.42050614232422e-26,1.2415672541488,1.45907687069826,1.02405763759934,1.40237231665039e-24,9.830629939719207e-22
ATP8A1,5.43676105164128e-26,1.19639933669955,1.3794809783917001,1.01331769500739,1.4045740517459597e-24,9.860109843256625e-22
PRPS2,5.59134214242695e-26,1.04322955090311,1.2251564564063402,0.861302645399888,1.44245492311601e-24,1.0140458109505517e-21
USP34,6.31435422806219e-26,0.6207405912789791,0.7261453271816101,0.5153358553763471,1.6266637539791998e-24,1.1451712828013586e-21
CD44,6.37689190999294e-26,1.02857540575304,1.20321876936815,0.8539320421379321,1.6404441372997399e-24,1.1565131167963196e-21
RNF145,6.51741597867152e-26,0.9710156163521559,1.14107317952884,0.800958053175475,1.6742189261924497e-24,1.1819985618918668e-21
TNFRSF11B,7.659446732877549e-26,1.24742516011236,1.3899606170038101,1.1048897032208997,1.96480517606036e-24,1.3891172594746722e-21
CPT1C,7.857628837984299e-26,-0.615580449553201,-0.449614057028614,-0.781546842077788,2.01279599725541e-24,1.4250595660568326e-21
SMAGP,7.97683572715604e-26,1.36361961946208,1.59608789110824,1.1311513478159199,2.04044982718903e-24,1.4466789274770193e-21
CORO2A,8.078977313102969e-26,1.3629022006320899,1.5832926999658399,1.1425117012983301,2.06366665563994e-24,1.4652033255043546e-21
NR2F2,8.12781363990147e-26,-0.9966673883369659,-0.827916517844492,-1.16541825882944,2.0732212120007497e-24,1.4740602817325307e-21
ENPP5,8.15236545954765e-26,1.13661989669465,1.26194601775271,1.01129377563659,2.0765632018870196e-24,1.4785129997435618e-21
APLP2,8.34526734692186e-26,1.11791690117045,1.3082169137933701,0.927616888547519,2.1227176522268602e-24,1.5134976860377485e-21
KCTD5,8.57385805952648e-26,0.847487172133388,0.994269144445765,0.7007051998210101,2.17780797993799e-24,1.5549548976757225e-21
NPEPPS,8.89459333692682e-26,0.797254546558896,0.933059363009484,0.661449730108307,2.2529657089176698e-24,1.6131234475850479e-21
TRAK1,1.0056664208858699e-25,1.14784492340565,1.34856381415021,0.947126032661095,2.5402181349841297e-24,1.8238766209186136e-21
