primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr,Bonferroni.Padj
PPP2CA,4.5094793572166393e-23,-0.763469621165355,-0.6249809880782421,-0.901958254252468,7.863838232930859e-22,8.178391762248098e-19
GMPR,4.5864268753066795e-23,1.26340951068471,1.381703952281,1.1451150690884098,7.990339847316229e-22,8.317943781056194e-19
WFDC5,4.73709983274104e-23,-0.798968761671228,-0.504085985461729,-1.09385153788073,8.24491771272471e-22,8.59120425665915e-19
LPGAT1,4.74172369529444e-23,1.35214802314374,1.60502129592768,1.0992747503598,8.24505282242185e-22,8.599590093785996e-19
POMGNT1,4.8308195871591296e-23,1.2268255814962299,1.45209799876268,1.00155316422978,8.39192950504962e-22,8.761174403271798e-19
QDPR,5.0604530255575194e-23,1.08289974807328,1.2889857838037901,0.8768137123427721,8.77403212920756e-22,9.177637607151118e-19
ZFP422,5.056851790822389e-23,1.13308194187101,1.3431092041844699,0.9230546795575469,8.77403212920756e-22,9.171106407835486e-19
BPIFC,5.0842845152502896e-23,-1.53969028713551,-1.15982019316182,-1.91956038110919,8.80693256624443e-22,9.220858396857925e-19
EXT2,5.184207475031779e-23,1.00906376038512,1.1971021033877,0.82102541738253,8.971449119005389e-22,9.402078676717634e-19
TREX2,5.249633894773699e-23,-1.40724180107503,-1.14151165711045,-1.67297194503962,9.07601146955346e-22,9.520736031561581e-19
RAB44,5.48310313027227e-23,-0.6590775183005461,-0.485898278182745,-0.8322567584183471,9.470624606725509e-22,9.944155837061788e-19
TIPIN,5.538897657328829e-23,1.13833685770355,1.34957668110568,0.9270970343014209,9.55789228480644e-22,1.0045344791331565e-18
GTF3A,5.645011739662119e-23,0.901442025251506,1.06719609369329,0.735687956809721,9.731742672101919e-22,1.023779329105122e-18
GYG,5.72812462180133e-23,1.3548560651266999,1.5784857157369099,1.1312264145164799,9.86564749677007e-22,1.0388526814098892e-18
HMGB2,5.7458954444471e-23,1.41221213060258,1.6688877097242,1.15553655148096,9.886865254316189e-22,1.042075597804926e-18
TGM1,5.798833984383139e-23,-2.3922984399858302,-1.96100450808438,-2.8235923718872797,9.96849792803531e-22,1.051676531407726e-18
RELB,5.921941588930429e-23,1.16130775375018,1.37612626670358,0.946489240796786,1.01704860470495e-21,1.0740033265684226e-18
MYEF2,6.20904105462754e-23,1.51443229146902,1.76624079997805,1.26262378295998,1.06534691170033e-21,1.1260716856672506e-18
NAA50,6.588433538923879e-23,0.7107216050455649,0.840129204564019,0.581314005527111,1.12937458092555e-21,1.1948783066192347e-18
RDH12,6.64216644372541e-23,-1.82388073921523,-1.4252914386581799,-2.22247003977229,1.1375102041870098e-21,1.2046233062340403e-18
CTGF,6.882620357854649e-23,2.13728225768994,2.3901078399307596,1.8844566754491099,1.1775773850004901e-21,1.2482320281005191e-18
FKBP9,6.973024113944129e-23,1.22857734338175,1.45766721180372,0.9994874749597851,1.19192050264365e-21,1.2646276533049072e-18
POLD1,7.04146149240202e-23,1.4435118325618796,1.66348848290171,1.22353518222204,1.20248536371189e-21,1.2770394562620304e-18
VNN1,7.51188570796994e-23,2.2772810090039,2.50856303334848,2.0459989846593203,1.28161391533154e-21,1.3623555919974284e-18
2310007B03RIK,7.570425484805e-23,-1.48315947935489,-1.2352549918603202,-1.7310639668494698,1.2903875619588698e-21,1.3729723659242348e-18
APOBEC1,7.89472695306549e-23,1.28200788801784,1.51999539625977,1.04402037977591,1.34440157766005e-21,1.4317876802079573e-18
KCNQ1,8.19278292894359e-23,1.4936413205440602,1.6878036991492302,1.2994789419389,1.39384907316436e-21,1.4858431119932095e-18
NFX1,8.226117210729579e-23,0.9607900566304359,1.1441272186806,0.7774528945802709,1.39820863855475e-21,1.4918886173379164e-18
ZDHHC16,8.234027395608809e-23,1.03366113969621,1.241356410841,0.825965868551427,1.39824270455769e-21,1.4933232084676135e-18
CUTA,8.300214830914299e-23,0.6351716143185021,0.7511652874752339,0.519177941161771,1.40816366860114e-21,1.5053269617346173e-18
S100A3,8.9161383329941e-23,-1.93586859308853,-1.6066002766627498,-2.26513690951431,1.5112437832446801e-21,1.61703084807181e-18
WLS,8.92912864549667e-23,0.8444045730946299,1.00516363121674,0.683645514972523,1.51203246605721e-21,1.619386771147276e-18
POLE4,8.95220023405101e-23,0.9616034361705601,1.13786297132204,0.7853439010190791,1.5145252187010198e-21,1.623571034447491e-18
CBX6,9.70186270072653e-23,1.26718884584543,1.5242130913910201,1.01016460029984,1.6398227580650198e-21,1.7595298194037635e-18
SDHAF4,9.912291437174058e-23,0.941237492110482,1.11365130244261,0.7688236817783549,1.6738297719235399e-21,1.797693175045887e-18
ERI3,1.06528889829658e-22,1.06342638381032,1.25833282392942,0.8685199436912221,1.79721669390761e-21,1.9320079459506775e-18
TIMELESS,1.0703684435159099e-22,1.5204887612331102,1.71391356985241,1.3270639526138202,1.80410800107849e-21,1.9412202091604543e-18
DUSP18,1.07756236566893e-22,1.15446000101797,1.36659975389961,0.9423202481363359,1.81454698827964e-21,1.9542671063771712e-18
APLP2,1.1007348844085699e-22,1.28866082171342,1.5245789087258,1.05274273470104,1.8518485958844e-21,1.9962927863633824e-18
TCF12,1.2034114056105301e-22,0.993591871412511,1.17856485025444,0.8086188925705871,2.0227126276323e-21,2.1825069252152576e-18
PDLIM1,1.24847796978441e-22,1.3697640342222,1.62087190289547,1.1186561655489298,2.0965181907416696e-21,2.264239646001006e-18
SH3RF1,1.26763294361753e-22,1.15632632192573,1.3727196056468702,0.9399330382046,2.12671517719218e-21,2.2989791065447527e-18
USP1,1.2912310643497297e-22,1.2698330023578999,1.50599597947474,1.03367002524106,2.16430375074369e-21,2.34177665830467e-18
PIGR,1.29639735183037e-22,3.40400280206754,3.94426023906317,2.8637453650719,2.17037525874103e-21,2.351146237279559e-18
PRSS32,1.29724679117516e-22,-1.6940679546717199,-1.3964263055834902,-1.9917096037599498,2.17037525874103e-21,2.3526867804752704e-18
LBP,1.3119028446366998e-22,1.99136108276169,2.18620953905767,1.7965126264656999,2.1928728101687802e-21,2.379266999033119e-18
ANKRD35,1.3654312852808e-22,-1.5108058969651899,-1.23753232320661,-1.7840794707237801,2.28024510035476e-21,2.4763461789852586e-18
KCNK1,1.4873531967540198e-22,0.9327623560306101,1.1040974440654798,0.76142726799574,2.48156739432666e-21,2.6974637576330902e-18
CRABP2,1.4898010290456498e-22,-2.4201129607131002,-1.99307425639707,-2.84715166502914,2.48336686238712e-21,2.7019031462771907e-18
TSPAN1,1.4988523052347e-22,1.9800338689349397,2.35762704602534,1.60244069184454,2.4961602761925197e-21,2.718318540773652e-18
BBIP1,1.5541521863103699e-22,0.8704206590858179,1.04130765487441,0.6995336632972249,2.5858811055894297e-21,2.818610405092487e-18
RAB8A,1.66486018787945e-22,0.747444984194943,0.8849291696740408,0.609960798715845,2.7675439383484598e-21,3.0193904367381705e-18
CHAF1B,1.68536414865744e-22,1.6220492078075002,1.8863462120714798,1.3577522035435199,2.79906265568236e-21,3.0565764200051334e-18
HOXB13,1.7121541163902e-22,1.04632555363133,1.24091616748318,0.851734939779489,2.8409539848904496e-21,3.1051627054852666e-18
CKS2,1.75345115593249e-22,1.5256191000004802,1.80637922085726,1.24485897914369,2.9068181137103897e-21,3.180059016399164e-18
PSMD3,1.7755074511525298e-22,0.7711649455608242,0.91311495627971,0.629214934841939,2.94069435014632e-21,3.220060313410228e-18
CAMK1D,1.8385288034614898e-22,-1.38587004367939,-1.1499075691524099,-1.62183251820636,3.0422954725891998e-21,3.334355837957758e-18
STK17B,1.88432250901692e-22,1.14057122812172,1.35297941365338,0.928163042590058,3.1152299930292497e-21,3.4174073023530863e-18
AKT1,1.93696904520031e-22,0.8760313893241779,1.03824628860874,0.7138164900396191,3.19935069250937e-21,3.512887060375282e-18
PTK7,1.94134922758249e-22,-0.7886666285509331,-0.591458329073023,-0.9858749280288429,3.20366784271484e-21,3.520830959143604e-18
CDCA7,1.98042592270802e-22,1.4444427682982501,1.63666738474495,1.25221815185155,3.26518223038478e-21,3.591700453423265e-18
TMEM154,1.9827237132894099e-22,-1.55465088445655,-1.2874214936628998,-1.8218802752502001,3.26600156804875e-21,3.5958677264216734e-18
NUP62,1.98614169312254e-22,1.03737353577418,1.22900199386562,0.845745077682734,3.2686629534002096e-21,3.602066574647038e-18
IGSF8,2.0996659087253699e-22,1.1881144863920299,1.428995440205,0.9472335325790601,3.45236091755606e-21,3.807954092064331e-18
PRAF2,2.17496170641816e-22,1.05591294134133,1.25384198604761,0.8579838966350551,3.57292622351447e-21,3.944510550759975e-18
KRT14,2.17907605122991e-22,-2.83939299781563,-2.3116247269379397,-3.36716126869331,3.5764455443534494e-21,3.951972326510565e-18
RNPS1,2.25201620735805e-22,0.811197558466205,0.962637633261402,0.6597574836710071,3.69281789662256e-21,4.0842565936645594e-18
URM1,2.2853603731768995e-22,0.9645893328067049,1.14382980580222,0.785348859811185,3.744109821855129e-21,4.144729572793625e-18
PGLYRP1,2.47592175958554e-22,2.07093183161302,2.45392233127046,1.68794133195558,4.05264594150211e-21,4.490331703184335e-18
UBR4,2.52144037885728e-22,0.8625518692631251,1.02844607666013,0.6966576618661171,4.123430361673189e-21,4.572884271095563e-18
IRGM2,2.56729221574735e-22,1.5965163678608998,1.80631042583629,1.38672230988551,4.19463167790937e-21,4.656041162479394e-18
SVBP,2.5704119329833097e-22,0.8375336299246441,0.992638512105094,0.6824287477441929,4.19594876836951e-21,4.661699081658531e-18
SCGB1A1,2.67389021897573e-22,-0.74011079152228,-0.41988868377706495,-1.06033289926749,4.36094181756689e-21,4.849367301134384e-18
XPO1,2.7926942746601797e-22,0.9156934662957579,1.08534823595749,0.746038696634028,4.55061126372301e-21,5.064830336523702e-18
CCDC88A,3.1475481997104695e-22,1.51703412254481,1.7323535971661899,1.3017146479234298,5.11963534977121e-21,5.708393414994908e-18
LYN,3.15160293147488e-22,1.43716814360822,1.7052003198813102,1.16913596733512,5.12163716534305e-21,5.715747076522842e-18
CNOT1,3.1620830881144295e-22,0.790674230881695,0.9386861346799259,0.6426623270834639,5.134067939663689e-21,5.734753888604329e-18
TGM5,3.2010172689041695e-22,-1.8456911601768797,-1.5070331737215599,-2.18434914663219,5.1926340956034e-21,5.805364918884602e-18
ARMC10,3.21005021789735e-22,1.1537731305791201,1.3840820374266698,0.9234642237315759,5.2026336686136205e-21,5.8217470751786336e-18
SNX10,3.2395110101030397e-22,0.9800283633910629,1.1644368877499298,0.7956198390321959,5.2456938999311496e-21,5.875177167922873e-18
EDN1,3.30964287826985e-22,2.4588378206749,2.89069422771136,2.02698141363843,5.34970438861871e-21,6.0023683240302004e-18
MAN2B1,3.30696817477556e-22,0.998785783055566,1.1909852461256,0.806586319985528,5.34970438861871e-21,5.997517481772955e-18
CHURC1,3.34715243763781e-22,0.694319692130635,0.8230625905654201,0.56557679369585,5.40551706224392e-21,6.0703956608999324e-18
PPP5C,3.4978784188264997e-22,0.9809170404211321,1.1672481745457,0.7945859062965591,5.643907740554929e-21,6.34375230038374e-18
POLR2I,3.5838076890081397e-22,0.7716806218393579,0.914845192508232,0.628516051170485,5.7774165553645995e-21,6.4995936247851624e-18
AGO2,3.6510204307848297e-22,0.9880920806559581,1.1769268809123001,0.7992572803996171,5.8805423208449e-21,6.621490653271367e-18
HELZ,3.669249315916649e-22,1.05513920707685,1.25355973394381,0.856718680209889,5.9046588814076704e-21,6.654550559346435e-18
DHFR,3.90928779023271e-22,1.7595056718560902,2.0366609788092,1.4823503649029801,6.27423392598766e-21,7.089884336366042e-18
USP37,3.97344377276378e-22,0.8940142086315699,1.08257094655219,0.705457470710955,6.37156288796144e-21,7.206237626284392e-18
DOCK7,4.01288172352207e-22,1.1633037466094198,1.3790062155491998,0.947601277669646,6.429118634080949e-21,7.277762293779627e-18
SMC2,4.1092495889946403e-22,2.04590186266305,2.4122561009603,1.67954762436581,6.5777008425425205e-21,7.45253505460068e-18
FTO,4.23398588216769e-22,0.9870576950031149,1.1720891812470902,0.8020262087591441,6.77139047257436e-21,7.678756795899322e-18
CSNK2A1,4.268807543651979e-22,0.8092356926769281,0.959652500280693,0.658818885073163,6.82106551644691e-21,7.741909361167229e-18
PXDN,4.504869965217639e-22,1.46642848084245,1.6268561465684501,1.30600081511645,7.191929726160841e-21,8.17003216891871e-18
PRPF19,4.62890977437845e-22,1.07711691216181,1.28001472016364,0.874219104159985,7.3834571387975e-21,8.394990766812757e-18
TOP2A,4.643920297500779e-22,2.38456684881734,2.81262044734217,1.95651325029251,7.400890906456421e-21,8.422213851547413e-18
GGT6,4.75895811115546e-22,-1.231713802361,-1.02742113099453,-1.4360064737274798,7.57756490815764e-21,8.630846430391542e-18
CEBPD,5.08431114563757e-22,1.35683228733355,1.61266617802764,1.1009983966394499,8.08851464362131e-21,9.220906693728297e-18
EIF2S3X,5.1656696003600695e-22,-1.03711147685993,-0.861638391155886,-1.21258456256397,8.2107435470754e-21,9.368458387213022e-18
POLR2C,5.22891260263982e-22,0.6933085491569909,0.8224997506652959,0.564117347648685,8.30398940118001e-21,9.483155896147578e-18
PGK1,5.36473804985299e-22,-1.82475564078686,-1.49937900691486,-2.15013227465886,8.512238781464019e-21,9.729488927213382e-18
CYBA,5.60493606951836e-22,2.63612207333503,2.9174547415510803,2.35478940511897,8.88558746125742e-21,1.0165112055678498e-17
GCLM,5.74740826414352e-22,1.1730041137982599,1.3956246125923202,0.950383615004191,9.10349312476042e-21,1.0423499627850688e-17
DENR,6.51023957809544e-22,0.8065371946793408,0.957203480302281,0.6558709090564001,1.03027665783891e-20,1.180697049883389e-17
ADRB2,7.069279482890249e-22,-0.702628933100953,-0.535306574124349,-0.869951292077557,1.1177720375038998e-20,1.2820845270169756e-17
TUSC3,7.29870473115827e-22,0.910141520906016,1.08772953253072,0.7325535092813121,1.1530427613613799e-20,1.3236930900428637e-17
SNRPD2,7.50914074687774e-22,0.7615762939998559,0.9041221426553409,0.619030445344371,1.1852548005689699e-20,1.361857765853747e-17
PPIA,7.538909519689099e-22,0.77955088555519,0.9256068252672759,0.633494945843105,1.1889188091224499e-20,1.367256630490815e-17
IMMT,7.568190937151829e-22,0.804813149047544,0.9553998873275229,0.6542264107675649,1.19249965974097e-20,1.3725671083618558e-17
SSBP4,7.851225155099499e-22,0.993025146055516,1.20396658600047,0.782083706110557,1.23602273795907e-20,1.4238981941288453e-17
CYCS,8.06344717326009e-22,1.12481361224362,1.3354257299761798,0.9142014945110509,1.26833198555286e-20,1.46238677934245e-17
LGALS3,8.15223251198686e-22,-1.3214170555396498,-1.07387941070355,-1.5689547003757598,1.2811862117625099e-20,1.4784888883739368e-17
PRR13,8.20102970316497e-22,-1.1064575714749398,-0.89919545787875,-1.3137196850711201,1.28773917486234e-20,1.487338746965999e-17
MOV10,8.254096489067e-22,1.49236242641215,1.66640172509603,1.31832312772828,1.29495063949584e-20,1.496962939257191e-17
FBL,8.351922170779099e-22,1.1433167687795802,1.36575301394084,0.9208805236183221,1.30916560492005e-20,1.5147046048924975e-17
ARHGEF40,8.55876813679174e-22,1.17097167436779,1.39370488531395,0.9482384634216279,1.34043021527509e-20,1.5522181892885497e-17
AC149090.1,8.67025917850995e-22,0.9899953168833899,1.1795925908376201,0.8003980429291558,1.35671976239393e-20,1.5724382046145647e-17
PPM1M,9.21961348404203e-22,1.4578349468175802,1.65669385457624,1.25897603905893,1.44143888057402e-20,1.6720691014658626e-17
CHCHD6,9.587431377840558e-22,1.18141859990645,1.4135410784817701,0.9492961213311291,1.4976542245350198e-20,1.7387765546851635e-17
ROCK2,9.69318730946396e-22,0.848494399545541,1.00803049566771,0.6889583034233678,1.51157046469852e-20,1.7579564504443836e-17
NFKBIE,9.951825394491698e-22,1.4570601724256,1.6281938862946699,1.28592645855654,1.54923867257083e-20,1.8048630535450145e-17
SLC4A7,9.947318115836e-22,1.10440591773704,1.3130667935815201,0.895745041892563,1.54923867257083e-20,1.804045613488017e-17
LTBP1,1.0114830824641599e-21,1.43021318920355,1.66705728058762,1.19336909781948,1.57326390939708e-20,1.8344257183570003e-17
ODF2L,1.03812322735401e-21,1.24317342847127,1.49399674003834,0.9923501169041898,1.6133164396994298e-20,1.8827402851292326e-17
IFI47,1.0788332534578099e-21,1.44265296887256,1.59870154552152,1.2866043922236001,1.67514725040333e-20,1.9565719884710838e-17
SERF1,1.20072969015149e-21,1.13163917899075,1.35248507895132,0.9107932790301809,1.86282580501175e-20,2.177643366058742e-17
HAUS1,1.22541420385688e-21,1.2128343777391102,1.4451030818719501,0.9805656736062759,1.8994967522348998e-20,2.2224112001148377e-17
HSPG2,1.24020442416094e-21,1.7498874567001799,1.97641675881924,1.5233581545811201,1.92078116452457e-20,2.249234743658281e-17
SEPT5,1.24127540701178e-21,-0.8922390970152009,-0.713297652791678,-1.0711805412387199,1.92079955474109e-20,2.2511770781565643e-17
FAM60A,1.24453255007418e-21,1.1848622809559,1.41507317906219,0.954651382849603,1.92419798193908e-20,2.2570842328145328e-17
SIRT3,1.2475306778839699e-21,0.9830867185100349,1.17118348672657,0.7949899502935021,1.9258825608681898e-20,2.2625216374103677e-17
ZC3H14,1.2477459246912898e-21,0.799429155007754,0.949863177004053,0.648995133011455,1.9258825608681898e-20,2.2629120090201233e-17
PTGR2,1.2804482440411598e-21,0.9033677428785892,1.07996780834179,0.726767677415385,1.97467766615055e-20,2.3222209353930475e-17
LTBP2,1.28488938872163e-21,1.83437167768272,2.0372981640475,1.63144519131795,1.97984315665722e-20,2.3302753953855483e-17
H1FX,1.3913575358229599e-21,1.54113546652641,1.8312934234849598,1.2509775095678501,2.1420764235726e-20,2.52336602696852e-17
HS3ST3B1,1.39435422704843e-21,-0.6375405470553411,-0.493369764179803,-0.781711329930879,2.1448692333969798e-20,2.5288008261750327e-17
TRIM12A,1.4775961034529598e-21,1.42439246111052,1.69328950153728,1.15549542068377,2.2709900790019502e-20,2.679768293222288e-17
IKBIP,1.5074209804852401e-21,1.03388995489812,1.23115229188894,0.8366276179072919,2.3148676462388098e-20,2.7338586902080316e-17
IFNGR2,1.5422796085707097e-21,1.20097722728248,1.42751481965011,0.974439634914854,2.36439416576824e-20,2.797078298103839e-17
NF1,1.6122549368483599e-21,1.1874272973235,1.4091076554174298,0.9657469392295641,2.4695823931319198e-20,2.923985553468186e-17
ZCCHC11,1.62400693870462e-21,1.14152653498945,1.36042042322683,0.9226326467520699,2.4854843747128196e-20,2.945298984034699e-17
YTHDF2,1.6349806823875198e-21,0.8769676703050691,1.04250519705767,0.7114301435524709,2.5001694482107898e-20,2.965200965578006e-17
CD82,1.6441024237333199e-21,1.11097745103278,1.32342310271799,0.898531799347568,2.51200013115648e-20,2.981744155682749e-17
CST3,1.8292324558808998e-21,0.9533883431332679,1.13362015020672,0.773156536059817,2.7925050353414196e-20,3.3174959819856e-17
TUBGCP2,1.87879609197203e-21,1.06414517065483,1.2741781823499099,0.8541121589597429,2.86575659579518e-20,3.4073845924004737e-17
DUSP6,1.9853383507179996e-21,1.2504695937901298,1.48962165893926,1.0113175286409999,3.02572238055643e-20,3.600609632862164e-17
LMAN1,1.9905197211959198e-21,0.8844529796412609,1.05260301704038,0.716302942242139,3.0310718441317496e-20,3.61000656636092e-17
RPA3,2.0344190018958397e-21,1.02809796087113,1.22354427967263,0.832651642069627,3.0953207230187095e-20,3.689622301838295e-17
TMX1,2.0483509447379197e-21,0.782452429334722,0.9371177924535771,0.6277870662158679,3.1139055099553197e-20,3.714889273376691e-17
PRKACA,2.07006669583518e-21,0.793239601564985,0.947223223093764,0.639255980036206,3.14428221069237e-20,3.7542729595666826e-17
RFC4,2.1351266838843e-21,1.24759930819887,1.4880023709122,1.00719624548554,3.2403897522113595e-20,3.872265753892566e-17
SLC25A37,2.3539665762225797e-21,1.1244284887046898,1.3492361046745602,0.8996208727348148,3.5605953149602e-20,4.269153782637271e-17
ATP8A1,2.3676687009758896e-21,1.31543227477349,1.5228297257113899,1.10803482383559,3.5783366300748997e-20,4.2940039560898733e-17
POLD3,2.38602787559596e-21,1.0631385181670099,1.27001533040037,0.8562617059336459,3.60008332377773e-20,4.327300155180833e-17
WIPF3,2.38586886057766e-21,-0.898405461741226,-0.6818968521737521,-1.1149140713087,3.60008332377773e-20,4.3270117655436446e-17
LOCKD,2.4012886004569897e-21,1.7638721297966697,2.02362322170799,1.5041210378853402,3.62009726166982e-20,4.354977005788797e-17
WWOX,2.42301203140776e-21,1.0999853787978797,1.31221443121992,0.887756326375847,3.64678391714615e-20,4.394374620161114e-17
2200002D01RIK,2.4797554627612196e-21,-1.03136855602892,-0.835692407114114,-1.2270447049437299,3.72909163123031e-20,4.497284507263748e-17
LSM2,2.62814234658191e-21,1.1158659713694499,1.32766840740648,0.90406353533242,3.9489635126437e-20,4.766398959760952e-17
GLUD1,2.77643221149739e-21,0.8907674381249051,1.0620642735538601,0.719470602695953,4.1683257109037e-20,5.035337458771667e-17
HIST1H2AL,2.7995939567513798e-21,-1.1171290638721598,-0.896110072622058,-1.33814805512227,4.1996224979026597e-20,5.0773435999643024e-17
NT5E,2.9143987784353697e-21,-1.04728767507403,-0.811514025045072,-1.2830613251029799,4.3682261360085895e-20,5.2855536245703864e-17
CD14,3.0330909239584698e-21,2.26034343400393,2.70087090872437,1.8198159592835,4.54237299726761e-20,5.5008136996910807e-17
CASP8,3.04234974625246e-21,0.9145340577495359,1.09022036205178,0.738847753447293,4.552479785316389e-20,5.517605499803462e-17
ABCD3,3.13377641302338e-21,0.8996830666554371,1.08008259769597,0.7192835356149079,4.6854220137338894e-20,5.683416902659202e-17
2010109I03RIK,3.1749682842995896e-21,-0.719739126995688,-0.4472884211617801,-0.9921898328295949,4.743099242508849e-20,5.758122480405736e-17
AGTRAP,3.1900764778306797e-21,1.48279654000518,1.7525970986738202,1.21299598133655,4.7617470783487496e-20,5.785522700193721e-17
RFC1,3.29079472606525e-21,0.8242934035642651,0.981896992920145,0.666689814208385,4.9080471342038895e-20,5.968185315191938e-17
HOOK1,3.42812663634906e-21,0.901051972266805,1.08000642048418,0.7220975240494258,5.10866924213858e-20,6.217250467682655e-17
THAP3,3.49086685216172e-21,1.08319628230132,1.2929128278962199,0.8734797367064271,5.19789501073932e-20,6.331036123080495e-17
SMG9,3.4972192556829396e-21,1.07728631778881,1.28978237588406,0.8647902596935649,5.2030819049274694e-20,6.34255684210658e-17
PDAP1,3.5069445334301295e-21,0.704091268741926,0.8382524053343878,0.569930132149463,5.2132742670728603e-20,6.360194605828882e-17
LUC7L3,3.5895506575559204e-21,0.7266666679978141,0.865126256453239,0.5882070795423879,5.33170276211583e-20,6.510009072543417e-17
PRKCDBP,3.926087689945779e-21,1.39770995995816,1.6665086263075,1.1289112936088201,5.82680248321249e-20,7.120352634485665e-17
MTCH1,4.02290217643758e-21,0.591553079333197,0.704475075742228,0.478631082924166,5.96560538608928e-20,7.295935387187195e-17
NR4A1,4.0550343799291205e-21,1.71777616764233,1.9767978094789902,1.45875452580567,6.008341790391709e-20,7.354210351439454e-17
METRN,4.1680802070919396e-21,1.5568623110222501,1.7571449429743502,1.3565796790701499,6.170800215168929e-20,7.559230263581942e-17
CDC42EP1,4.23585663706277e-21,0.9853277084998899,1.1776244393281101,0.79303097767167,6.266027403733319e-20,7.68214959697704e-17
IPO7,4.42770819599538e-21,1.0027667052181,1.19480284061747,0.810730569818725,6.54449191871005e-20,8.03009158425722e-17
RAB32,4.5102842210477295e-21,1.21687343155174,1.4556130645761298,0.978133798527355,6.66111682678515e-20,8.179851463292162e-17
TSPAN4,4.8130284875103895e-21,1.42495950034347,1.6930560664132401,1.15686293427371,7.10244789662233e-20,8.728908464948842e-17
ASPH,4.93807784195287e-21,1.06597941243946,1.2720681159720701,0.859890708906843,7.28105526354937e-20,8.955697974165724e-17
AAK1,5.2371148691721095e-21,1.09173695556842,1.30493816500808,0.878535746128766,7.715703920983369e-20,9.498031526730538e-17
GM42418,5.26413457362585e-21,-1.32879005485728,-1.0744384094533401,-1.58314170026122,7.74860201285111e-20,9.547034462727841e-17
SGTA,5.267989789283979e-21,0.7604768478444871,0.9063391386081651,0.6146145570808089,7.74860201285111e-20,9.554026281845425e-17
PATZ1,5.292622022870129e-21,1.32733561938598,1.55511680373615,1.09955443503582,7.77852455484381e-20,9.598699300677266e-17
PPP2R5D,5.47430533983399e-21,1.1425885538978702,1.3586238692622599,0.9265532385334821,8.039028473135969e-20,9.928200164322924e-17
SNRPE,5.641383164707679e-21,0.6074537461201469,0.723916336995807,0.49099115524448605,8.277680022260389e-20,1.0231212507513846e-16
BSPRY,5.67180264290922e-21,0.808297826948466,0.9631501688017081,0.653445485095224,8.315587124640379e-20,1.0286381273180161e-16
VWA5A,5.698222121591329e-21,1.3365068660660502,1.60239183350411,1.07062189862798,8.347573214634929e-20,1.0334295639718033e-16
BICD1,6.057164442031049e-21,1.40469739313768,1.5954838625748402,1.21391092370053,8.866241672370869e-20,1.0985273432067511e-16
PARP1,6.08717520192252e-21,1.18343150008566,1.41948293803628,0.947380062135037,8.90298463403764e-20,1.1039700946206682e-16
RALB,6.31404313092551e-21,0.8249545039760101,0.9869867811603691,0.662922226791651,9.22735585998913e-20,1.1451148622246505e-16
TSPAN31,6.37515853188949e-21,0.7851892317983441,0.9364635788595559,0.6339148847371321,9.30916869036617e-20,1.1561987513434779e-16
ZC3H7B,6.4433825628389e-21,1.12467615839831,1.3411050705904,0.90824724620622,9.40122173448482e-20,1.168571861596463e-16
LGALS7,6.483311952091059e-21,-2.5915375256765,-2.10752605396765,-3.07554899738535,9.451876652984199e-20,1.1758134556312344e-16
TANC2,6.6054544288593e-21,1.33737853965554,1.60209886627126,1.07265821303982,9.622210563999369e-20,1.1979652152179227e-16
A230050P20RIK,6.63101755771489e-21,1.3260041237281999,1.45191881630364,1.20008943115276,9.651696181919519e-20,1.2026013442671723e-16
AC168977.2,6.7376454937875e-21,1.21073836392854,1.33852326448673,1.08295346337035,9.799032772680839e-20,1.221939386753301e-16
TNFAIP8L1,6.764659936903199e-21,1.1705788622955,1.4001548470403302,0.9410028775506709,9.830438510871509e-20,1.2268387261567642e-16
HK1,6.947172369919329e-21,0.8558917134535771,1.0205365077028599,0.691246919204297,1.0087583514880499e-19,1.2599391810085695e-16
RHBDF1,7.03909532105037e-21,0.9407139326645408,1.12117985437466,0.760248010954426,1.0212882619405599e-19,1.276610327425695e-16
KPNA3,7.21579792068218e-21,0.9025358129072021,1.07827050757857,0.7268011182358349,1.0460888176618099e-19,1.3086571108949203e-16
ISYNA1,7.60243181801407e-21,1.22692561655208,1.5210690745368098,0.932782158567359,1.10125961223245e-19,1.3787770345150317e-16
PLCG2,8.00041009960264e-21,1.0785270466783001,1.2911176421458301,0.865936451210773,1.1579843381196598e-19,1.4509543756639348e-16
TPM1,8.246598564757008e-21,1.23416635746015,1.4716397127041998,0.9966930022160941,1.19171563004329e-19,1.495603115704331e-16
TRIM32,8.489362512229558e-21,1.1754052899626297,1.3697419002687,0.981068679656553,1.2258206888678e-19,1.5396307852179526e-16
ANP32B,8.622037437567378e-21,0.658411050776776,0.7852427615356401,0.5315793400179111,1.24398783586096e-19,1.5636927096772197e-16
CAPNS2,8.82673165907925e-21,-0.9140113454310469,-0.6318328533348969,-1.1961898375272,1.2725087867175e-19,1.6008160536906126e-16
C2CD3,9.161827071905109e-21,1.19688743858319,1.40674859161226,0.987026285554131,1.31872139504818e-19,1.6615889577607105e-16
SLC16A2,9.156148241848198e-21,1.52595693317081,1.7006085914503202,1.3513052748913,1.31872139504818e-19,1.6605590451415894e-16
1700016K19RIK,9.29478057197895e-21,1.4319138368002502,1.57578336482739,1.2880443087731102,1.33679730732284e-19,1.6857014045341025e-16
